,text,merged_entities
415,"i think having counseling services available is working well, but diversity of counselors could use more development","[{'start': 0, 'end': 61, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 62, 'end': 116, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Counseling Service - Suggestion']}]"
416,i have a few friends who use smu's sports therapists and like them. i think student-athletes need more attention (especially the rowing team).,"[{'start': 0, 'end': 68, 'aspects': ['Therapy Service'], 'sentiments': ['Positive'], 'raw_labels': ['Therapy Service - Positive', 'Wellness Service - Positive', 'Therapy Service - Positive']}, {'start': 68, 'end': 142, 'aspects': [], 'sentiments': [], 'raw_labels': ['General - Neutral', 'Therapy Service - Suggestion']}]"
417,"i haven’t really had the chance to use asus mental health services, and i don’t even know how to begin. ","[{'start': 0, 'end': 103, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['Mental Health Service - Negative', 'General - Neutral', 'General - Neutral']}]"
418,there is a counseling center but it is always booked months out and by the time you get to a meeting i’m not sure your concern would be needed to be addressed anymore. ,"[{'start': 0, 'end': 168, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}]"
419,"i would consider our mental health facilities to be significantly lacking, although we have counselors they are just that, they don’t meet a lot of the requirements that college students need to win they are struggling severely with multiple mental health issues. one of the biggest things with that is that we only have three free visits a year and that is inadequate to any mental health needs","[{'start': 0, 'end': 73, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Negative', 'On-campus Service - Negative', 'Mental Health Service - Negative']}, {'start': 75, 'end': 263, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Negative']}]"
420,"none, they say they offer them but have no space and dont answer","[{'start': 0, 'end': 64, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Negative', 'On-campus Service - Negative']}]"
421,counseling. i have appreciated using therapy on campus and i know many others feel the same way.,"[{'start': 0, 'end': 11, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 12, 'end': 96, 'aspects': ['Therapy Service'], 'sentiments': ['Positive'], 'raw_labels': ['Therapy Service - Positive', 'Therapy Service - Positive', 'Therapy Service - Positive']}]"
422,i think the free mental health counselor is a really good thing for campus ,"[{'start': 0, 'end': 75, 'aspects': ['Mental Health Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Mental Health Service - Positive', 'Mental Health Service - Positive']}]"
423,"we have a 24-hour crisis hotline, which is a great resource with very little wait time (that i've experienced). however, probably about half the counselors employed at the student health center seem to be qualified for their jobs. many seem to want you out of the office as quickly as possible rather than wanting to listen and help, and others are extremely oblivious to the realities of mental illness (i.e. a counselor telling me to ""just try harder"" to fall asleep when anxiety was keeping me up at night). ","[{'start': 0, 'end': 111, 'aspects': ['Hotline Service'], 'sentiments': ['Positive'], 'raw_labels': ['Hotline Service - Positive', 'Hotline Service - Positive', 'Hotline Service - Positive']}, {'start': 112, 'end': 509, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Negative']}]"
424,"the university's approach to mental health has become a triage, turning permanent counseling services into temporary ones to aim to reduce suicides and severe mental health issues, at the cost of cutting long-term care to many students who relied on it. it's a backwards approach; the university needs to funnel a massive increase in funding to its on-campus counseling and restore its old system, as there are many students who feel they have nowhere to go anymore for mental health assistance. ","[{'start': 253, 'end': 496, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'On-campus Service - Suggestion', 'On-campus Service - Negative']}, {'start': 0, 'end': 253, 'aspects': [], 'sentiments': [], 'raw_labels': ['Counseling Service - Negative', 'On-campus Service - Negative']}]"
425,"having six sessions for free is great- they're really triage though, and getting told straight up at your intake appointment that your issues are above their expertise level is pretty disheartening to say the least, lol. that's the game with college campus services i guess.","[{'start': 38, 'end': 273, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'Counseling Service - Negative', 'Counseling Service - Negative']}, {'start': 0, 'end': 37, 'aspects': [], 'sentiments': [], 'raw_labels': ['Counseling Service - Positive', 'Service Availability - Positive']}]"
426,having people to talk to at all is good but need more people,"[{'start': 0, 'end': 60, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Service Availability - Negative', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 40, 'end': 60, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Suggestion', 'Service Availability - Suggestion']}]"
427,"i think the college has done a great job of diversifying the type of mental health help students can receive (ie. group counseling, affinity group focused counseling, etc.). i also think that there could be more attention given to increasing the number of counselors available to students.","[{'start': 0, 'end': 172, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'On-campus Service - Positive', 'On-campus Service - Positive']}, {'start': 173, 'end': 289, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Suggestion', 'Service Availability - Suggestion', 'Counseling Service - Suggestion']}]"
428,"nothing really is working well. the counseling center needs more attention, as it turns people away, is generally useless, and is booked months in advance.","[{'start': 0, 'end': 31, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'On-campus Service - Negative', 'On-campus Service - Negative']}, {'start': 31, 'end': 155, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Negative', 'Service Availability - Limitation']}]"
429,"i like the therapy dogs at the wellness center, and the staff that they have there are nice. i think it just needs to be expanded to accommodate more students. ","[{'start': 0, 'end': 92, 'aspects': [], 'sentiments': [], 'raw_labels': ['Therapy Service - Positive', 'Wellness Service - Positive']}, {'start': 92, 'end': 160, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Suggestion', 'Service Availability - Suggestion', 'Service Availability - Suggestion']}]"
430,"i think k college is good at promoting the counseling services, but i do think they need to hire more diverse counselors and have a more accessible way to fill out the forms so students don't have another barrier that stops them from accessing counseling. ","[{'start': 64, 'end': 256, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Service Availability - Suggestion', 'Counseling Service - Suggestion']}, {'start': 0, 'end': 63, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Positive', 'On-campus Service - Positive']}]"
431,"i think that there are a large variety of mental health treatment options to help students who are experiencing a wide variety of situations. however, i think it is not as accessible as it could be (price wise).","[{'start': 0, 'end': 141, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['Mental Health Service - Positive', 'On-campus Service - Positive', 'On-campus Service - Positive']}, {'start': 142, 'end': 211, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'On-campus Service - Suggestion']}]"
432,we have a counselor and my coach has bi weekly meetings for mental health. im not sure what else other than a nurse on campus who could like prescribe medication would help.,"[{'start': 75, 'end': 173, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'On-campus Service - Suggestion']}]"
433,i do not really use any mental health services. it might be because there aren’t that many offers; so overall more offers for mental health services would be beneficial ,"[{'start': 48, 'end': 169, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]"
434,"i don't really feel like too much is going well?? i have an off-campus therapist who i've been seeing since before i started college, but prior to the pandemic found myself looking for a closer therapist; wellesley's services weren't helpful, and often bureaucratic. my psychiatrist who i saw all through high school passed during my sophomore year of college (fall 2020), leaving me without prescription access. wellesley provided me a list of referrals, but i ended up having to contact my pcp to get a prescription to tide me over so that i would not be withdrawing from my medication. overall..... i really think wellesley needs to streamline the process of getting access to regular mental healthcare","[{'start': 205, 'end': 412, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_label': 'On-campus Service - Negative'}]"
435,i appreciate the counseling services and how they are very helpful. i think having a psychiatrist on campus would help even more. ,"[{'start': 0, 'end': 67, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 68, 'end': 130, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Suggestion', 'Therapy Service - Suggestion', 'Therapy Service - Suggestion']}]"
436,"i do not currently use the mental health resources offered, but i have contemplated it several times. ","[{'start': 0, 'end': 102, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Neutral', 'General - Neutral']}]"
437,i haven’t seen anything that works well. it’s often hard to get an appointment with mental health services and counselors are inconsistent and change often. ,"[{'start': 41, 'end': 107, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation']}, {'start': 111, 'end': 157, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Limitation']}, {'start': 0, 'end': 41, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'On-campus Service - Negative']}]"
438,"most people don’t receive any counseling or are referred, yet still pay the constant mandatory counseling fees","[{'start': 0, 'end': 110, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_label': 'Counseling Service - Negative'}]"
439,i don’t think any work well. i had a tough time both times i tried using the college’s resources and ended up using teledoc to get a off-label prescription for a heart drug that somewhat helps with anxiety (teladoc didn’t have a psychiatrist so i resorted to a family doctor),"[{'start': 0, 'end': 275, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'Therapy Service - Negative', 'On-campus Service - Limitation']}, {'start': 0, 'end': 29, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'On-campus Service - Negative']}]"
440,sometimes student groups hold events to kind of give the students a break from school work and have a little distraction,"[{'start': 0, 'end': 120, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_label': 'On-campus Service - Positive'}]"
441,"i haven’t used any of the services, but in my freshman year i heard great things about our addiction counseling. there was a presentation where they  made sure to be very inclusive and open. their services doesn’t limit addiction to substance abuse. big gaming campus, so i know a lot of people can be helped there. 
","[{'start': 113, 'end': 315, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_label': 'Wellness Service - Positive'}]"
442,"as far as i’m aware, we have no mental health counciling. or really help of any kind for the student body. ","[{'start': 0, 'end': 107, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'On-campus Service - Negative', 'On-campus Service - Limitation']}]"
443,i believe that the directions to the office and the site should be more publicized ,"[{'start': 0, 'end': 82, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]"
444,"there are wellness activities throughout the semester and especially during high stress periods. it is difficult for me to find long term therapy on campus because i am on my personal insurance, and long term on campus resources only apply to those on barnard insurance. ","[{'start': 0, 'end': 96, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_labels': ['Therapy Service - Positive', 'Wellness Service - Positive', 'Wellness Service - Positive']}, {'start': 97, 'end': 271, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Therapy Service - Limitation']}]"
445,"ccph is understaffed and underfunded to serve the entire umass community. the programs in place are advertised to students, but the therapy itself is largely inaccessible and unprofessional. ","[{'start': 0, 'end': 190, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]"
446,counseling is honestly really helpful and now you can contact through email and zoom meetings since many of us still fear going out a lot ,"[{'start': 0, 'end': 138, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Service Availability - Positive', 'Counseling Service - Positive']}]"
447,outreach about mental health has been good. more resources would be better,"[{'start': 0, 'end': 43, 'aspects': ['Mental Health Service'], 'sentiments': ['Positive'], 'raw_labels': ['Mental Health Service - Positive', 'Mental Health Service - Positive', 'Mental Health Service - Positive']}, {'start': 44, 'end': 74, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Suggestion', 'On-campus Service - Suggestion', 'On-campus Service - Suggestion']}]"
448,i think the college does a good job of letting people know where they can get certain services but they could work on making those services more accessible and also more approachable,"[{'start': 0, 'end': 94, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'Mental Health Service - Positive', 'On-campus Service - Positive']}, {'start': 95, 'end': 182, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Mental Health Service - Suggestion', 'Service Availability - Suggestion']}]"
449,the school's caps program overall is ok. sessions are very limited so right when i felt i was finally making progress i hit the limit on my sessions for the semester.,"[{'start': 0, 'end': 40, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'On-campus Service - Positive', 'Counseling Service - Neutral']}, {'start': 41, 'end': 166, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}]"
450,"i really don't know because i have never used any of their mental health services. i know asu has quite a variety of services, but i've never checked them out.","[{'start': 0, 'end': 82, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Neutral']}]"
451,i think it would be helpful if they advertise any mental health support options they do have more.,"[{'start': 0, 'end': 98, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]"
452,"the counselors are extremely nice and willing to talk, i just sometimes there were more qualified therapists that i could see long term.","[{'start': 0, 'end': 54, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 54, 'end': 136, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['Therapy Service - Suggestion', 'Service Availability - Suggestion', 'Therapy Service - Suggestion']}]"
453,referring everyone to group workshops is not a solution for each individual. ,"[{'start': 0, 'end': 77, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_label': 'General - Negative'}]"
454,i like the idea of caps but it seems very small compared to the need on a large campus. i have looked at it before but not sure if they had someone who could help for what i am looking for. ,"[{'start': 0, 'end': 87, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}, {'start': 88, 'end': 190, 'aspects': [], 'sentiments': [], 'raw_labels': ['Counseling Service - Neutral', 'Counseling Service - Limitation']}]"
455,i have not used any mental health or wellness supports from asu as i am an online student and have a personal therapist. there needs to be more support groups whether it is on sundevilsync or on facebook for everyone to share their mental struggles and we not asking about academics. ,"[{'start': 121, 'end': 284, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Suggestion', 'Mental Health Service - Suggestion', 'On-campus Service - Suggestion']}, {'start': 0, 'end': 121, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Neutral']}]"
456,"different diagnosis, and help for them. some tips for struggling student who have weight on their shoulders from familu","[{'start': 0, 'end': 119, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Suggestion', 'General - Neutral']}]"
457,i would use counseling services if they were in person not on zoom,"[{'start': 0, 'end': 66, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Suggestion', 'Counseling Service - Suggestion']}]"
458,i'm not really sure. i think it could improve on mental health more.,"[{'start': 0, 'end': 68, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Suggestion', 'Mental Health Service - Suggestion', 'Mental Health Service - Suggestion']}]"
459,"i talked to the counselor on staff.  we were able to talk about the challenges as mental health professionals, but itnwas hard to connect to them on a student level.","[{'start': 110, 'end': 165, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Counseling Service - Limitation', 'Counseling Service - Negative']}, {'start': 0, 'end': 109, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive']}]"
460,they have a 24-hour hotline and a counseling center. i don't know.,"[{'start': 0, 'end': 28, 'aspects': ['Hotline Service'], 'sentiments': ['Positive'], 'raw_labels': ['Hotline Service - Positive', 'Hotline Service - Positive']}, {'start': 28, 'end': 51, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 52, 'end': 66, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Neutral']}]"
461,"the services are intimidating to even learn about online, and expensive. it's futile to have mental health services if they aren't free; financial struggles are some of the biggest stressors leading to mental health crises.....","[{'start': 0, 'end': 72, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'Mental Health Service - Negative', 'On-campus Service - Limitation']}]"
462,i am not sure as i have not used my university for help with mental health.,"[{'start': 0, 'end': 75, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['On-campus Service - Neutral', 'General - Neutral', 'General - Neutral']}]"
463,more action to supporting mental health as opposed to verbally promoting it,"[{'start': 0, 'end': 75, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_labels': ['General - Suggestion', 'Mental Health Service - Suggestion', 'General - Suggestion']}]"
464,"the psychiatric nurse practitioner is relatively accessible, which is good considering so many students have no access to healthcare outside of campus. everything besides that needs more attention. there is no easy-to-find/access on-campus support for students who need to find a real therapist, which leads to these students receiving no mental healthcare because they have had such poor experiences with counseling services. earlham needs someone who is dedicated to connecting students with in-network licensed therapists who they can continue to see during breaks and after graduation, ensuring continuity of care. ","[{'start': 0, 'end': 151, 'aspects': ['Therapy Service'], 'sentiments': ['Positive'], 'raw_labels': ['Mental Health Service - Positive', 'Therapy Service - Positive', 'Therapy Service - Positive']}, {'start': 198, 'end': 427, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Negative']}, {'start': 426, 'end': 619, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['Therapy Service - Suggestion', 'Therapy Service - Suggestion', 'Counseling Service - Suggestion']}]"
465,"tuttleman counseling is nice when you have access to a counselor, but not many people seem to have the privilege of that, since many are referred out. i think there should be more done related to trauma and news, such as racially-charged incidents ","[{'start': 0, 'end': 65, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 66, 'end': 150, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Counseling Service - Limitation']}, {'start': 151, 'end': 248, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Suggestion', 'On-campus Service - Suggestion']}]"
466,i understand counseling is a profession but we pay so much in tuition and counseling on campus still costs money. many don’t seek help because they cannot afford it due to the insane tuition prices they’re already paying. ,"[{'start': 0, 'end': 220, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Limitation', 'On-campus Service - Limitation']}]"
467,the counseling staff and system is overwhelmed and it’s hard to actually get help from it,"[{'start': 0, 'end': 89, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_label': 'Counseling Service - Negative'}]"
468,i feel that the mental health services could be better expanded on campus ,"[{'start': 0, 'end': 74, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Service Availability - Suggestion', 'Service Availability - Suggestion']}]"
469,everything needs more attention. i have a ton of friends with the same negative opinion and worse experiences with the nyu wellness center.,"[{'start': 33, 'end': 139, 'aspects': ['Wellness Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'Wellness Service - Negative', 'Wellness Service - Negative']}, {'start': 0, 'end': 33, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'On-campus Service - Suggestion']}]"
470,counseling center is actually pretty decent this year. more options would be nice. ,"[{'start': 0, 'end': 54, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 55, 'end': 83, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Suggestion', 'Mental Health Service - Suggestion', 'On-campus Service - Suggestion']}]"
471,i'm not sure. i haven't used any resources yet but i am currently looking into them ,"[{'start': 0, 'end': 83, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Neutral', 'General - Neutral']}]"
472,"i haven’t been provided with very many services or supports, but it would be nice to have a mediator system to be able to mediate mental health discussions with resistant professors to be heard better","[{'start': 61, 'end': 200, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Suggestion', 'On-campus Service - Suggestion', 'Mental Health Service - Suggestion']}, {'start': 0, 'end': 60, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Positive', 'On-campus Service - Negative']}]"
473,due to my limited experience i am unable to give accurate info regarding this issue,"[{'start': 0, 'end': 83, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Neutral', 'General - Neutral']}]"
474,"im a rather new student so i can't say anything for certain. i can tell you that after being on campus for a semester, i know next to nothing about the mental health program here. i don't really need it (i seek counseling out of school) but it would be nice to know about for those that do. ","[{'start': 0, 'end': 291, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'Mental Health Service - Suggestion', 'General - Neutral']}]"
475,the petting zoos and puppies are highly therapeutic. wish there were more of these opportunities ,"[{'start': 0, 'end': 52, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_labels': ['Wellness Service - Positive', 'Wellness Service - Positive', 'Wellness Service - Positive']}, {'start': 53, 'end': 97, 'aspects': ['Wellness Service'], 'sentiments': ['Negative'], 'raw_labels': ['Wellness Service - Suggestion', 'Wellness Service - Suggestion']}]"
476,i’ve never used any of the services but most students find the services provided by the university as extremely unhelpful. ,"[{'start': 36, 'end': 123, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['General - Negative', 'On-campus Service - Negative', 'On-campus Service - Negative']}, {'start': 0, 'end': 35, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Neutral']}]"
477,i'm not sure because i have not tried to receive mental health services or supports from my college.,"[{'start': 0, 'end': 100, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Neutral', 'Mental Health Service - Neutral']}]"
478,i am online so i don’t really go in person. i’ve never looked into these things because i didn’t know they were there. it probably has been sent to me as information in an email but i never saw it. definitely will be looking into it. ,"[{'start': 0, 'end': 233, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_label': 'General - Neutral'}]"
479,i feel that the in person counseling services are very accessible. i feel like there is very little awareness of the limitations of the campus counseling and what steps a student should take to get help beyond steps 1 or 2.,"[{'start': 0, 'end': 67, 'aspects': ['Service Availability'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Service Availability - Positive', 'Service Availability - Positive']}, {'start': 67, 'end': 223, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Negative', 'Mental Health Service - Limitation', 'Counseling Service - Limitation']}]"
480,telecommunication for mental health is discrete and ran well but could reach out more to the students for those who are nervous to ask for help.,"[{'start': 0, 'end': 60, 'aspects': ['Hotline Service'], 'sentiments': ['Positive'], 'raw_labels': ['Hotline Service - Positive', 'Hotline Service - Positive', 'Hotline Service - Positive']}, {'start': 61, 'end': 144, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Suggestion', 'Mental Health Service - Suggestion', 'General - Suggestion']}]"
481,group counseling is good. availability of individual counseling is dismal at best ,"[{'start': 0, 'end': 25, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 26, 'end': 82, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Counseling Service - Negative', 'Service Availability - Negative']}]"
482,i wish there were more counseling in person appointments with a therapist. it is hard to schedule an appointment and hard to find one that aligns with your needs ,"[{'start': 0, 'end': 74, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Suggestion', 'Therapy Service - Suggestion']}, {'start': 75, 'end': 162, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Limitation', 'Service Availability - Limitation']}]"
483,"i haven’t used these services yet, but aspects of mental health that need more attention is group wellness activities.","[{'start': 34, 'end': 118, 'aspects': ['Wellness Service'], 'sentiments': ['Negative'], 'raw_labels': ['Wellness Service - Suggestion', 'Wellness Service - Suggestion', 'Wellness Service - Suggestion']}, {'start': 0, 'end': 34, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Neutral']}]"
484,"i haven't personally used any of the services, so i feel as though i am not qualified to answer this question. ","[{'start': 0, 'end': 111, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Neutral', 'General - Neutral']}]"
485,the mts counseling center is flexible with their pricing which i really appreciate. i think that there needs to be more map instructions/how to get to counseling's physical locations in the counseling posters. ,"[{'start': 0, 'end': 83, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 84, 'end': 210, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Negative', 'Mental Health Service - Suggestion', 'Counseling Service - Suggestion']}]"
486,"i like the counseling that is offered but wish there was a way (covered by insurance) to get my medications. it’s so hard to get a psychiatrist appointment right now, and even harder to find ones that are covered. ","[{'start': 0, 'end': 38, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 38, 'end': 108, 'aspects': [], 'sentiments': [], 'raw_labels': ['Therapy Service - Negative', 'On-campus Service - Limitation', 'Counseling Service - Suggestion']}, {'start': 108, 'end': 214, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}]"
