sample_id,text,merged_entities,gold_struct,candidates_final
437,i haven’t seen anything that works well. it’s often hard to get an appointment with mental health services and counselors are inconsistent and change often. ,"[{'start': 41, 'end': 107, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation']}, {'start': 111, 'end': 157, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Limitation']}, {'start': 0, 'end': 41, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'On-campus Service - Negative']}]","{'aspect_set': ['Counseling Service', 'On-campus Service', 'Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [41, 107]}]}, 'Counseling Service': {'label': 'Negative', 'evidence': [{'span': [111, 157]}]}, 'On-campus Service': {'label': 'Negative', 'evidence': [{'span': [0, 41]}]}}}","[""Counseling Service"", ""On-campus Service"", ""Service Availability""]"
438,"most people don’t receive any counseling or are referred, yet still pay the constant mandatory counseling fees","[{'start': 0, 'end': 110, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_label': 'Counseling Service - Negative'}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'Negative', 'evidence': [{'span': [0, 110]}]}}}","[""Counseling Service""]"
439,i don’t think any work well. i had a tough time both times i tried using the college’s resources and ended up using teledoc to get a off-label prescription for a heart drug that somewhat helps with anxiety (teladoc didn’t have a psychiatrist so i resorted to a family doctor),"[{'start': 0, 'end': 275, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'Therapy Service - Negative', 'On-campus Service - Limitation']}, {'start': 0, 'end': 29, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'On-campus Service - Negative']}]","{'aspect_set': ['On-campus Service'], 'by_aspect': {'On-campus Service': {'label': 'Negative', 'evidence': [{'span': [0, 29]}, {'span': [0, 275]}]}}}","[""On-campus Service""]"
440,sometimes student groups hold events to kind of give the students a break from school work and have a little distraction,"[{'start': 0, 'end': 120, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_label': 'On-campus Service - Positive'}]","{'aspect_set': ['On-campus Service'], 'by_aspect': {'On-campus Service': {'label': 'Positive', 'evidence': [{'span': [0, 120]}]}}}","[""On-campus Service""]"
441,"i haven’t used any of the services, but in my freshman year i heard great things about our addiction counseling. there was a presentation where they  made sure to be very inclusive and open. their services doesn’t limit addiction to substance abuse. big gaming campus, so i know a lot of people can be helped there. 
","[{'start': 113, 'end': 315, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_label': 'Wellness Service - Positive'}]","{'aspect_set': ['Wellness Service'], 'by_aspect': {'Wellness Service': {'label': 'Positive', 'evidence': [{'span': [113, 315]}]}}}","[""Wellness Service""]"
442,"as far as i’m aware, we have no mental health counciling. or really help of any kind for the student body. ","[{'start': 0, 'end': 107, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'On-campus Service - Negative', 'On-campus Service - Limitation']}]","{'aspect_set': ['On-campus Service'], 'by_aspect': {'On-campus Service': {'label': 'Negative', 'evidence': [{'span': [0, 107]}]}}}","[""On-campus Service""]"
443,i believe that the directions to the office and the site should be more publicized ,"[{'start': 0, 'end': 82, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 82]}]}}}","[""Service Availability""]"
444,"there are wellness activities throughout the semester and especially during high stress periods. it is difficult for me to find long term therapy on campus because i am on my personal insurance, and long term on campus resources only apply to those on barnard insurance. ","[{'start': 0, 'end': 96, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_labels': ['Therapy Service - Positive', 'Wellness Service - Positive', 'Wellness Service - Positive']}, {'start': 97, 'end': 271, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Therapy Service - Limitation']}]","{'aspect_set': ['Service Availability', 'Wellness Service'], 'by_aspect': {'Wellness Service': {'label': 'Positive', 'evidence': [{'span': [0, 96]}]}, 'Service Availability': {'label': 'Negative', 'evidence': [{'span': [97, 271]}]}}}","[""Service Availability"", ""Wellness Service""]"
445,"ccph is understaffed and underfunded to serve the entire umass community. the programs in place are advertised to students, but the therapy itself is largely inaccessible and unprofessional. ","[{'start': 0, 'end': 190, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 190]}]}}}","[""Service Availability""]"
446,counseling is honestly really helpful and now you can contact through email and zoom meetings since many of us still fear going out a lot ,"[{'start': 0, 'end': 138, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Service Availability - Positive', 'Counseling Service - Positive']}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'Positive', 'evidence': [{'span': [0, 138]}]}}}","[""Counseling Service""]"
447,outreach about mental health has been good. more resources would be better,"[{'start': 0, 'end': 43, 'aspects': ['Mental Health Service'], 'sentiments': ['Positive'], 'raw_labels': ['Mental Health Service - Positive', 'Mental Health Service - Positive', 'Mental Health Service - Positive']}, {'start': 44, 'end': 74, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Suggestion', 'On-campus Service - Suggestion', 'On-campus Service - Suggestion']}]","{'aspect_set': ['Mental Health Service', 'On-campus Service'], 'by_aspect': {'Mental Health Service': {'label': 'Positive', 'evidence': [{'span': [0, 43]}]}, 'On-campus Service': {'label': 'Negative', 'evidence': [{'span': [44, 74]}]}}}","[""Mental Health Service"", ""On-campus Service""]"
448,i think the college does a good job of letting people know where they can get certain services but they could work on making those services more accessible and also more approachable,"[{'start': 0, 'end': 94, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'Mental Health Service - Positive', 'On-campus Service - Positive']}, {'start': 95, 'end': 182, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Mental Health Service - Suggestion', 'Service Availability - Suggestion']}]","{'aspect_set': ['On-campus Service', 'Service Availability'], 'by_aspect': {'On-campus Service': {'label': 'Positive', 'evidence': [{'span': [0, 94]}]}, 'Service Availability': {'label': 'Negative', 'evidence': [{'span': [95, 182]}]}}}","[""On-campus Service"", ""Service Availability""]"
449,the school's caps program overall is ok. sessions are very limited so right when i felt i was finally making progress i hit the limit on my sessions for the semester.,"[{'start': 0, 'end': 40, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'On-campus Service - Positive', 'Counseling Service - Neutral']}, {'start': 41, 'end': 166, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}]","{'aspect_set': ['On-campus Service', 'Service Availability'], 'by_aspect': {'On-campus Service': {'label': 'Positive', 'evidence': [{'span': [0, 40]}]}, 'Service Availability': {'label': 'Negative', 'evidence': [{'span': [41, 166]}]}}}","[""On-campus Service"", ""Service Availability""]"
451,i think it would be helpful if they advertise any mental health support options they do have more.,"[{'start': 0, 'end': 98, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 98]}]}}}","[""Service Availability""]"
452,"the counselors are extremely nice and willing to talk, i just sometimes there were more qualified therapists that i could see long term.","[{'start': 0, 'end': 54, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 54, 'end': 136, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['Therapy Service - Suggestion', 'Service Availability - Suggestion', 'Therapy Service - Suggestion']}]","{'aspect_set': ['Counseling Service', 'Therapy Service'], 'by_aspect': {'Counseling Service': {'label': 'Positive', 'evidence': [{'span': [0, 54]}]}, 'Therapy Service': {'label': 'Negative', 'evidence': [{'span': [54, 136]}]}}}","[""Counseling Service"", ""Therapy Service""]"
453,referring everyone to group workshops is not a solution for each individual. ,"[{'start': 0, 'end': 77, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_label': 'General - Negative'}]","{'aspect_set': ['General'], 'by_aspect': {'General': {'label': 'Negative', 'evidence': [{'span': [0, 77]}]}}}","[""General""]"
454,i like the idea of caps but it seems very small compared to the need on a large campus. i have looked at it before but not sure if they had someone who could help for what i am looking for. ,"[{'start': 0, 'end': 87, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}, {'start': 88, 'end': 190, 'aspects': [], 'sentiments': [], 'raw_labels': ['Counseling Service - Neutral', 'Counseling Service - Limitation']}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 87]}]}}}","[""Service Availability""]"
457,i would use counseling services if they were in person not on zoom,"[{'start': 0, 'end': 66, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Suggestion', 'Counseling Service - Suggestion']}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'Negative', 'evidence': [{'span': [0, 66]}]}}}","[""Counseling Service""]"
458,i'm not really sure. i think it could improve on mental health more.,"[{'start': 0, 'end': 68, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Suggestion', 'Mental Health Service - Suggestion', 'Mental Health Service - Suggestion']}]","{'aspect_set': ['Mental Health Service'], 'by_aspect': {'Mental Health Service': {'label': 'Negative', 'evidence': [{'span': [0, 68]}]}}}","[""Mental Health Service""]"
459,"i talked to the counselor on staff.  we were able to talk about the challenges as mental health professionals, but itnwas hard to connect to them on a student level.","[{'start': 110, 'end': 165, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Counseling Service - Limitation', 'Counseling Service - Negative']}, {'start': 0, 'end': 109, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive']}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'MIXED', 'evidence': [{'span': [0, 109]}, {'span': [110, 165]}]}}}","[""Counseling Service""]"
461,"the services are intimidating to even learn about online, and expensive. it's futile to have mental health services if they aren't free; financial struggles are some of the biggest stressors leading to mental health crises.....","[{'start': 0, 'end': 72, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'Mental Health Service - Negative', 'On-campus Service - Limitation']}]","{'aspect_set': ['On-campus Service'], 'by_aspect': {'On-campus Service': {'label': 'Negative', 'evidence': [{'span': [0, 72]}]}}}","[""On-campus Service""]"
463,more action to supporting mental health as opposed to verbally promoting it,"[{'start': 0, 'end': 75, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_labels': ['General - Suggestion', 'Mental Health Service - Suggestion', 'General - Suggestion']}]","{'aspect_set': ['General'], 'by_aspect': {'General': {'label': 'Negative', 'evidence': [{'span': [0, 75]}]}}}","[""General""]"
464,"the psychiatric nurse practitioner is relatively accessible, which is good considering so many students have no access to healthcare outside of campus. everything besides that needs more attention. there is no easy-to-find/access on-campus support for students who need to find a real therapist, which leads to these students receiving no mental healthcare because they have had such poor experiences with counseling services. earlham needs someone who is dedicated to connecting students with in-network licensed therapists who they can continue to see during breaks and after graduation, ensuring continuity of care. ","[{'start': 0, 'end': 151, 'aspects': ['Therapy Service'], 'sentiments': ['Positive'], 'raw_labels': ['Mental Health Service - Positive', 'Therapy Service - Positive', 'Therapy Service - Positive']}, {'start': 198, 'end': 427, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Negative']}, {'start': 426, 'end': 619, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['Therapy Service - Suggestion', 'Therapy Service - Suggestion', 'Counseling Service - Suggestion']}]","{'aspect_set': ['Counseling Service', 'Therapy Service'], 'by_aspect': {'Therapy Service': {'label': 'MIXED', 'evidence': [{'span': [0, 151]}, {'span': [426, 619]}]}, 'Counseling Service': {'label': 'Negative', 'evidence': [{'span': [198, 427]}]}}}","[""Counseling Service"", ""Therapy Service""]"
465,"tuttleman counseling is nice when you have access to a counselor, but not many people seem to have the privilege of that, since many are referred out. i think there should be more done related to trauma and news, such as racially-charged incidents ","[{'start': 0, 'end': 65, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 66, 'end': 150, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Counseling Service - Limitation']}, {'start': 151, 'end': 248, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Suggestion', 'On-campus Service - Suggestion']}]","{'aspect_set': ['Counseling Service', 'Service Availability'], 'by_aspect': {'Counseling Service': {'label': 'Positive', 'evidence': [{'span': [0, 65]}]}, 'Service Availability': {'label': 'Negative', 'evidence': [{'span': [66, 150]}]}}}","[""Counseling Service"", ""Service Availability""]"
466,i understand counseling is a profession but we pay so much in tuition and counseling on campus still costs money. many don’t seek help because they cannot afford it due to the insane tuition prices they’re already paying. ,"[{'start': 0, 'end': 220, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Limitation', 'On-campus Service - Limitation']}]","{'aspect_set': ['On-campus Service'], 'by_aspect': {'On-campus Service': {'label': 'Negative', 'evidence': [{'span': [0, 220]}]}}}","[""On-campus Service""]"
467,the counseling staff and system is overwhelmed and it’s hard to actually get help from it,"[{'start': 0, 'end': 89, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_label': 'Counseling Service - Negative'}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'Negative', 'evidence': [{'span': [0, 89]}]}}}","[""Counseling Service""]"
468,i feel that the mental health services could be better expanded on campus ,"[{'start': 0, 'end': 74, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Service Availability - Suggestion', 'Service Availability - Suggestion']}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 74]}]}}}","[""Service Availability""]"
469,everything needs more attention. i have a ton of friends with the same negative opinion and worse experiences with the nyu wellness center.,"[{'start': 33, 'end': 139, 'aspects': ['Wellness Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'Wellness Service - Negative', 'Wellness Service - Negative']}, {'start': 0, 'end': 33, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'On-campus Service - Suggestion']}]","{'aspect_set': ['On-campus Service', 'Wellness Service'], 'by_aspect': {'Wellness Service': {'label': 'Negative', 'evidence': [{'span': [33, 139]}]}, 'On-campus Service': {'label': 'Negative', 'evidence': [{'span': [0, 33]}]}}}","[""On-campus Service"", ""Wellness Service""]"
470,counseling center is actually pretty decent this year. more options would be nice. ,"[{'start': 0, 'end': 54, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 55, 'end': 83, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Suggestion', 'Mental Health Service - Suggestion', 'On-campus Service - Suggestion']}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'Positive', 'evidence': [{'span': [0, 54]}]}}}","[""Counseling Service""]"
472,"i haven’t been provided with very many services or supports, but it would be nice to have a mediator system to be able to mediate mental health discussions with resistant professors to be heard better","[{'start': 61, 'end': 200, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Suggestion', 'On-campus Service - Suggestion', 'Mental Health Service - Suggestion']}, {'start': 0, 'end': 60, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Positive', 'On-campus Service - Negative']}]","{'aspect_set': ['On-campus Service'], 'by_aspect': {'On-campus Service': {'label': 'Negative', 'evidence': [{'span': [61, 200]}]}}}","[""On-campus Service""]"
475,the petting zoos and puppies are highly therapeutic. wish there were more of these opportunities ,"[{'start': 0, 'end': 52, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_labels': ['Wellness Service - Positive', 'Wellness Service - Positive', 'Wellness Service - Positive']}, {'start': 53, 'end': 97, 'aspects': ['Wellness Service'], 'sentiments': ['Negative'], 'raw_labels': ['Wellness Service - Suggestion', 'Wellness Service - Suggestion']}]","{'aspect_set': ['Wellness Service'], 'by_aspect': {'Wellness Service': {'label': 'MIXED', 'evidence': [{'span': [0, 52]}, {'span': [53, 97]}]}}}","[""Wellness Service""]"
479,i feel that the in person counseling services are very accessible. i feel like there is very little awareness of the limitations of the campus counseling and what steps a student should take to get help beyond steps 1 or 2.,"[{'start': 0, 'end': 67, 'aspects': ['Service Availability'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Service Availability - Positive', 'Service Availability - Positive']}, {'start': 67, 'end': 223, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Negative', 'Mental Health Service - Limitation', 'Counseling Service - Limitation']}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Positive', 'evidence': [{'span': [0, 67]}]}}}","[""Service Availability""]"
480,telecommunication for mental health is discrete and ran well but could reach out more to the students for those who are nervous to ask for help.,"[{'start': 0, 'end': 60, 'aspects': ['Hotline Service'], 'sentiments': ['Positive'], 'raw_labels': ['Hotline Service - Positive', 'Hotline Service - Positive', 'Hotline Service - Positive']}, {'start': 61, 'end': 144, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Suggestion', 'Mental Health Service - Suggestion', 'General - Suggestion']}]","{'aspect_set': ['Hotline Service'], 'by_aspect': {'Hotline Service': {'label': 'Positive', 'evidence': [{'span': [0, 60]}]}}}","[""Hotline Service""]"
481,group counseling is good. availability of individual counseling is dismal at best ,"[{'start': 0, 'end': 25, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 26, 'end': 82, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Counseling Service - Negative', 'Service Availability - Negative']}]","{'aspect_set': ['Counseling Service', 'Service Availability'], 'by_aspect': {'Counseling Service': {'label': 'Positive', 'evidence': [{'span': [0, 25]}]}, 'Service Availability': {'label': 'Negative', 'evidence': [{'span': [26, 82]}]}}}","[""Counseling Service"", ""Service Availability""]"
482,i wish there were more counseling in person appointments with a therapist. it is hard to schedule an appointment and hard to find one that aligns with your needs ,"[{'start': 0, 'end': 74, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Suggestion', 'Therapy Service - Suggestion']}, {'start': 75, 'end': 162, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Limitation', 'Service Availability - Limitation']}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [75, 162]}]}}}","[""Service Availability""]"
485,the mts counseling center is flexible with their pricing which i really appreciate. i think that there needs to be more map instructions/how to get to counseling's physical locations in the counseling posters. ,"[{'start': 0, 'end': 83, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 84, 'end': 210, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Negative', 'Mental Health Service - Suggestion', 'Counseling Service - Suggestion']}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'Positive', 'evidence': [{'span': [0, 83]}]}}}","[""Counseling Service""]"
486,"i like the counseling that is offered but wish there was a way (covered by insurance) to get my medications. it’s so hard to get a psychiatrist appointment right now, and even harder to find ones that are covered. ","[{'start': 0, 'end': 38, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 38, 'end': 108, 'aspects': [], 'sentiments': [], 'raw_labels': ['Therapy Service - Negative', 'On-campus Service - Limitation', 'Counseling Service - Suggestion']}, {'start': 108, 'end': 214, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}]","{'aspect_set': ['Counseling Service', 'Service Availability'], 'by_aspect': {'Counseling Service': {'label': 'Positive', 'evidence': [{'span': [0, 38]}]}, 'Service Availability': {'label': 'Negative', 'evidence': [{'span': [108, 214]}]}}}","[""Counseling Service"", ""Service Availability""]"
487,"the counselors and psychiatrists work very well when you can get an appointment. however, you generally have to wait weeks or months to get a first appointment and the physical location of the services is so far away from campus.","[{'start': 0, 'end': 80, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 81, 'end': 229, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Suggestion', 'Service Availability - Limitation']}]","{'aspect_set': ['Counseling Service', 'Service Availability'], 'by_aspect': {'Counseling Service': {'label': 'Positive', 'evidence': [{'span': [0, 80]}]}, 'Service Availability': {'label': 'Negative', 'evidence': [{'span': [81, 229]}]}}}","[""Counseling Service"", ""Service Availability""]"
488,"i think our staff is great, just limited in time. appointments are booked out months in advance. ","[{'start': 0, 'end': 26, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'On-campus Service - Positive', 'Counseling Service - Positive']}, {'start': 28, 'end': 97, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}]","{'aspect_set': ['On-campus Service', 'Service Availability'], 'by_aspect': {'On-campus Service': {'label': 'Positive', 'evidence': [{'span': [0, 26]}]}, 'Service Availability': {'label': 'Negative', 'evidence': [{'span': [28, 97]}]}}}","[""On-campus Service"", ""Service Availability""]"
489,info on how to access mental health support on campus should be more readily available and widely discussed. there should also be more resources for getting diagnosis,"[{'start': 0, 'end': 108, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 108]}]}}}","[""Service Availability""]"
490,"there are a lot of surface level mental health initiatives: therapy dogs, free face masks (for spa, not for covid) offered, etc. little actual counseling referrals. ","[{'start': 0, 'end': 128, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_labels': ['Wellness Service - Positive', 'Wellness Service - Positive', 'Wellness Service - Positive']}, {'start': 129, 'end': 165, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Suggestion', 'Counseling Service - Limitation']}]","{'aspect_set': ['Counseling Service', 'Wellness Service'], 'by_aspect': {'Wellness Service': {'label': 'Positive', 'evidence': [{'span': [0, 128]}]}, 'Counseling Service': {'label': 'Negative', 'evidence': [{'span': [129, 165]}]}}}","[""Counseling Service"", ""Wellness Service""]"
491,"i think that it is really good that a lot of professors encourage and advertise mental health services available on campus. that being said, i only hear this at the beginning of the course and no other times afterwards. furthermore, the resources for health services are only open on weekdays and it is so tedious to find where and how to schedule a time slot. and on top of that, i felt that the time when i went to visit the mental health center at the school, i felt that it lacked life and that i was talking to a robot.","[{'start': 0, 'end': 123, 'aspects': [], 'sentiments': [], 'raw_labels': ['On-campus Service - Positive', 'Mental Health Service - Positive', 'General - Positive']}, {'start': 141, 'end': 360, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Wellness Service - Limitation']}, {'start': 361, 'end': 524, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Negative', 'Counseling Service - Limitation', 'Mental Health Service - Limitation']}, {'start': 124, 'end': 219, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Neutral', 'General - Limitation']}]","{'aspect_set': ['Mental Health Service', 'Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [141, 360]}]}, 'Mental Health Service': {'label': 'Negative', 'evidence': [{'span': [361, 524]}]}}}","[""Mental Health Service"", ""Service Availability""]"
492,"the campus needs better psychiatrists, the one i got wanted to increase my dose of medication every time, even if it hadn't worked in the past. ","[{'start': 0, 'end': 144, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Negative', 'Therapy Service - Negative', 'Therapy Service - Negative']}, {'start': 0, 'end': 38, 'aspects': [], 'sentiments': [], 'raw_labels': ['Therapy Service - Positive', 'Therapy Service - Suggestion']}]","{'aspect_set': ['Therapy Service'], 'by_aspect': {'Therapy Service': {'label': 'Negative', 'evidence': [{'span': [0, 144]}]}}}","[""Therapy Service""]"
493,i feel that every aspect of that utep  has on mental health is going well. it would be nice to see more advertisements of our mental health resources on and off campus that are offered. ,"[{'start': 0, 'end': 74, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Positive', 'On-campus Service - Positive', 'General - Negative']}, {'start': 73, 'end': 185, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Suggestion', 'Mental Health Service - Suggestion', 'Mental Health Service - Suggestion']}]","{'aspect_set': ['Mental Health Service'], 'by_aspect': {'Mental Health Service': {'label': 'Negative', 'evidence': [{'span': [73, 185]}]}}}","[""Mental Health Service""]"
494,"i personally liked meeting with a counselor 1 on 1, i guess just expanding that overall would make things even better","[{'start': 0, 'end': 50, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 51, 'end': 117, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Suggestion', 'Counseling Service - Suggestion', 'Service Availability - Suggestion']}]","{'aspect_set': ['Counseling Service', 'Service Availability'], 'by_aspect': {'Counseling Service': {'label': 'Positive', 'evidence': [{'span': [0, 50]}]}, 'Service Availability': {'label': 'Negative', 'evidence': [{'span': [51, 117]}]}}}","[""Counseling Service"", ""Service Availability""]"
